t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,j_0,j_1,j_2,j_3,j_4,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,cardinality
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0137969999999999,-0.065865,0.097209,0.059652,-0.032936,0.039917,0.115474,0.077719,-0.123738,2.0,2525793.0,1.0,1.0,2009.0,2019.0,1.0,4061926.0,1.0,11.0,101.0,101.0,1.0,234997.0,1.0,1.0,1.0,134170.0,16.015937673309224
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0049799999999999,-0.010238,0.063032,0.047874,0.006544,0.020121,0.086323,0.062154,-0.122171,2.0,2525793.0,2.0,2.0,1880.0,2004.0,1.0,4061926.0,1.0,11.0,101.0,101.0,1.0,234997.0,1.0,2.0,1.0,134170.0,15.967226258835993
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,-0.00096,-0.047658,0.081805,0.009906,-0.036749,0.02174,0.0870809999999999,0.040016,-0.118463,2.0,2525793.0,4.0,4.0,1992.0,1992.0,1.0,4061926.0,1.0,11.0,99.0,113.0,1.0,234997.0,2.0,2.0,1.0,134170.0,10.181152256865566
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.06809,-0.090488,0.0441299999999999,0.0438449999999999,-0.057426,0.043496,0.082331,0.093282,-0.05266,2.0,2525793.0,1.0,1.0,1880.0,2019.0,1.0,4061926.0,1.0,11.0,99.0,99.0,1.0,234997.0,2.0,2.0,1.0,134170.0,18.20710013784087
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,-0.00096,-0.047658,0.081805,0.009906,-0.036749,0.02174,0.0870809999999999,0.040016,-0.118463,2.0,2525793.0,7.0,7.0,1880.0,2006.0,1.0,4061926.0,1.0,11.0,99.0,113.0,1.0,234997.0,2.0,2.0,1.0,134170.0,18.133453312164033
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0137969999999999,-0.065865,0.097209,0.059652,-0.032936,0.039917,0.115474,0.077719,-0.123738,2.0,2525793.0,1.0,1.0,1880.0,2011.0,1.0,4061926.0,1.0,11.0,100.0,100.0,1.0,234997.0,2.0,2.0,1.0,134170.0,18.13418563704936
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0049799999999999,-0.010238,0.063032,0.047874,0.006544,0.020121,0.086323,0.062154,-0.122171,2.0,2525793.0,1.0,1.0,2008.0,2019.0,1.0,4061926.0,1.0,11.0,99.0,99.0,1.0,234997.0,1.0,2.0,1.0,134170.0,17.25932950332365
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0137969999999999,-0.065865,0.097209,0.059652,-0.032936,0.039917,0.115474,0.077719,-0.123738,2.0,2525793.0,1.0,1.0,1880.0,1989.0,1.0,4061926.0,1.0,11.0,100.0,100.0,1.0,234997.0,1.0,1.0,1.0,134170.0,17.77342256541662
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0049799999999999,-0.010238,0.063032,0.047874,0.006544,0.020121,0.086323,0.062154,-0.122171,2.0,2525793.0,1.0,1.0,1880.0,2011.0,1.0,4061926.0,1.0,11.0,100.0,100.0,1.0,234997.0,1.0,2.0,1.0,134170.0,19.503736467236227
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0137969999999999,-0.065865,0.097209,0.059652,-0.032936,0.039917,0.115474,0.077719,-0.123738,2.0,2525793.0,3.0,3.0,1993.0,1993.0,1.0,4061926.0,1.0,11.0,100.0,100.0,1.0,234997.0,1.0,1.0,1.0,134170.0,9.870364719583405
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.06809,-0.090488,0.0441299999999999,0.0438449999999999,-0.057426,0.043496,0.082331,0.093282,-0.05266,2.0,2525793.0,7.0,7.0,1880.0,2019.0,1.0,4061926.0,1.0,11.0,100.0,100.0,1.0,234997.0,2.0,2.0,1.0,134170.0,17.13555899754331
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0049799999999999,-0.010238,0.063032,0.047874,0.006544,0.020121,0.086323,0.062154,-0.122171,2.0,2525793.0,1.0,1.0,2006.0,2019.0,1.0,4061926.0,1.0,11.0,101.0,101.0,1.0,234997.0,1.0,2.0,1.0,134170.0,17.705227382434536
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0137969999999999,-0.065865,0.097209,0.059652,-0.032936,0.039917,0.115474,0.077719,-0.123738,2.0,2525793.0,1.0,1.0,1880.0,2006.0,1.0,4061926.0,1.0,11.0,101.0,101.0,1.0,234997.0,1.0,1.0,1.0,134170.0,18.500367312654227
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0137969999999999,-0.065865,0.097209,0.059652,-0.032936,0.039917,0.115474,0.077719,-0.123738,2.0,2525793.0,1.0,1.0,1880.0,1953.0,1.0,4061926.0,1.0,11.0,101.0,101.0,1.0,234997.0,2.0,2.0,1.0,134170.0,15.04277085766013
-0.18052,-0.171498,0.166586,0.0,0.0,0.0,0.0,0.0,0.0,-0.002204,0.161061,0.000822,0.0,0.0,0.0,0.049148,-0.038398,0.034771,1.54441576,-2.5088322,0.91622484,0.1625129999999999,1.4524898199999998,0.0049799999999999,-0.010238,0.063032,0.047874,0.006544,0.020121,0.086323,0.062154,-0.122171,2.0,2525793.0,1.0,1.0,2011.0,2011.0,1.0,4061926.0,1.0,11.0,101.0,101.0,1.0,234997.0,1.0,2.0,1.0,134170.0,14.90482275429421
