t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,j_0,j_1,j_2,j_3,j_4,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,cardinality
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6241598742713425,0.5697303320807574,1.0,0.0,0.14610731991114823,0.6877757282030054,0.13698539995887316,0.679820725182321,0.8349862201436435,0.15965806948673733,0.9165483061859718,0.5105133032413183,0.7623053070534983,0.624334814830855,0.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.9285714285714288,0.9230769230769242,0.0,1.0,1.0,0.0,0.0,1.0,9.481799431665753
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6241598742713425,0.5697303320807574,1.0,0.0,0.14610731991114823,0.3069779838262833,0.3395188155459593,1.0,1.0,0.33935502806618484,0.8624701580490162,0.761101156047512,0.6698566014423021,0.2395532770689086,0.0,0.0,0.0,0.9999999999999999,0.9328358208955212,0.7428571428571402,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,0.0,1.0,1.0,0.0,0.0,1.0,3.169925001442312
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6241598742713425,0.5697303320807574,1.0,0.0,0.14610731991114823,0.3069779838262833,0.3395188155459593,1.0,1.0,0.33935502806618484,0.8624701580490162,0.761101156047512,0.6698566014423021,0.2395532770689086,0.0,0.0,0.0,0.9999999999999999,0.9701492537313428,1.0,0.0,0.0,0.0,1.0,0.9285714285714288,0.9230769230769242,0.0,1.0,1.0,0.0,0.0,1.0,5.554588851677638
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6241598742713425,0.5697303320807574,1.0,0.0,0.14610731991114823,0.3069779838262833,0.3395188155459593,1.0,1.0,0.33935502806618484,0.8624701580490162,0.761101156047512,0.6698566014423021,0.2395532770689086,0.0,0.0,0.0,0.9999999999999999,0.8955223880597014,1.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,0.0,1.0,1.0,0.0,0.0,1.0,4.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.7581535514001493,0.2764186704100943,0.3986296030110861,0.5874939346202648,0.608274868603728,0.38079774437672276,0.7974665844129138,0.06645594435965951,0.0,0.40024947719851783,0.3754344081472294,0.0,0.6411353078851387,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000009,0.0,1.0,0.0,0.0,0.014148066837419199,0.0,17.180608503175662
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.062419248113280916,0.7481363070545962,0.03207107627382144,0.27624226983747063,0.9512985028717243,0.1416357477012421,0.9468311741723217,0.7009211058095415,0.357733422415233,0.6010639468760319,0.2887038771871495,0.32602203219391956,0.35342932839101354,0.2765925196104438,0.0,0.0,0.0,0.9999999999999999,0.9328358208955212,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000009,0.0,1.0,0.0,0.0,0.0,1.0,25.90155503494063
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.062419248113280916,0.7481363070545962,0.03207107627382144,0.27624226983747063,0.9512985028717243,0.1416357477012421,0.9468311741723217,0.7009211058095415,0.357733422415233,0.6010639468760319,0.2887038771871495,0.32602203219391956,0.35342932839101354,0.2765925196104438,0.0,0.0,0.0,0.9999999999999999,0.9701492537313428,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000009,0.0,1.0,0.0,0.0,0.0,1.0,23.515397869054997
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.062419248113280916,0.7481363070545962,0.03207107627382144,0.27624226983747063,0.9512985028717243,0.1416357477012421,0.9468311741723217,0.7009211058095415,0.357733422415233,0.6010639468760319,0.2887038771871495,0.32602203219391956,0.35342932839101354,0.2765925196104438,0.0,0.0,0.0,0.9999999999999999,0.8208955223880583,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000009,0.0,1.0,0.0,0.0,0.0,1.0,27.226571903288626
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6865791223846234,0.7717374985565251,0.5908474815742022,0.017343723476835382,0.42513523533159403,0.2451377150592311,0.7970717663993412,0.793839991796307,0.87704609988308,0.6290420809333382,0.5633555951769341,0.5406960479657646,0.5773960152546602,0.2480362488699296,0.0,0.0,0.0,0.9999999999999999,0.9328358208955212,1.0,0.0,0.0,0.0,1.0,0.14285714285714235,0.07692307692307754,0.0,1.0,0.0,0.0,0.0,1.0,19.698251922499935
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6865791223846234,0.7717374985565251,0.5908474815742022,0.017343723476835382,0.42513523533159403,0.2451377150592311,0.7970717663993412,0.793839991796307,0.87704609988308,0.6290420809333382,0.5633555951769341,0.5406960479657646,0.5773960152546602,0.2480362488699296,0.0,0.0,0.0,0.9999999999999999,0.9701492537313428,1.0,0.0,0.0,0.0,1.0,0.14285714285714235,0.07692307692307754,0.0,1.0,0.0,0.0,0.0,1.0,17.45455634396194
